,YearRemodAdd,YearBuilt,TotRmsAbvGrd,FullBath,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,GrLivArea,OverallQual,SalePrice
1099,1978,1978,7,2,1601,1271,478,2,1601,7,157000
1100,1950,1920,3,1,438,290,246,1,438,2,60000
1101,1971,1971,5,1,950,950,280,1,950,5,119500
1102,2002,1960,6,1,1134,1010,254,1,1134,5,135000
1103,1959,1959,6,1,1194,655,539,2,1194,6,159500
1104,1970,1970,6,2,630,630,440,2,1302,5,106000
1105,1995,1994,9,2,1500,1463,712,2,2622,8,325000
1106,1991,1990,6,2,1442,910,719,2,1442,7,179900
1107,2006,2006,9,2,887,868,422,2,2021,7,274725
1108,2000,2000,7,2,948,924,463,2,1690,6,181000
1109,2005,2004,7,2,1836,1836,862,3,1836,8,280000
1110,1996,1995,8,2,773,773,431,2,1658,6,188000
1111,1976,1976,8,2,1098,803,483,2,1964,7,205000
1112,1957,1957,5,1,816,816,308,1,816,5,129900
1113,2006,1953,6,1,1008,1008,240,1,1008,5,134500
1114,2000,1954,4,1,833,833,326,1,833,5,117000
1115,2007,2007,7,2,1734,1734,928,3,1734,8,318000
1116,2002,2002,7,2,779,408,527,2,1419,8,184100
1117,2003,1967,5,1,894,894,450,2,894,5,130000
1118,1987,1958,6,1,1021,533,300,1,1601,5,140000
1119,1959,1959,6,1,1040,1040,286,1,1040,5,133700
1120,1950,1920,6,1,1012,1012,308,1,1012,6,118400
1121,2006,2005,7,2,1552,1552,782,3,1552,7,212900
1122,1956,1956,5,1,960,672,288,1,960,4,112000
1123,2008,1947,4,1,698,698,0,0,698,5,118000
1124,1992,1992,7,2,812,384,392,2,1482,7,163900
1125,1955,1955,5,1,1005,1005,672,2,1005,4,115000
1126,2007,2007,7,2,1555,1373,660,3,1555,7,174000
1127,2004,2004,7,2,1530,1530,630,3,1530,7,259000
1128,2005,2004,8,2,847,847,434,2,1959,7,215000
1129,1980,1980,4,1,936,936,672,2,936,5,140000
1130,1950,1928,7,2,1328,1122,576,2,1981,4,135000
1131,1992,1991,5,1,974,974,0,0,974,5,93500
1132,1950,1880,8,2,1178,1008,205,1,2210,6,117500
1133,1995,1995,8,2,1142,1128,466,2,2020,8,239500
1134,1997,1997,7,2,916,916,460,2,1600,6,169000
1135,1950,1926,5,1,986,960,180,1,986,6,102000
1136,1950,1950,6,1,1032,1032,288,1,1252,6,119000
1137,1996,1875,6,1,780,780,0,0,1020,5,94000
1138,1977,1977,5,2,1567,1567,714,2,1567,6,196000
1139,1950,1920,6,1,1167,915,495,2,1167,5,144000
1140,1951,1951,4,1,952,952,840,2,952,5,139000
1141,1976,1976,9,2,1088,780,484,2,1868,5,197500
1142,2007,2006,11,3,1466,1466,1052,3,2828,8,424870
1143,1959,1959,5,1,1006,1006,0,0,1006,5,80000
1144,1950,1941,5,1,672,672,280,1,924,4,80000
1145,1950,1928,8,1,1042,1042,225,1,1576,5,149000
1146,1985,1985,5,2,1298,1298,403,2,1298,6,180000
1147,1950,1941,7,1,860,704,234,1,1564,7,174500
1148,1950,1926,5,1,572,572,288,1,1111,7,116900
1149,1988,1920,7,1,832,650,324,2,1482,7,143000
1150,1950,1950,4,1,932,932,306,1,932,6,124000
1151,1959,1959,6,1,1466,1466,528,2,1466,5,149900
1152,2004,1956,6,1,1811,1073,470,2,1811,6,230000
1153,2007,1930,5,1,816,816,432,1,816,6,120500
1154,1988,1965,8,1,902,864,492,2,1820,7,201800
1155,2004,1976,6,2,1437,1437,528,2,1437,5,218000
1156,1999,1965,6,2,1265,1219,502,2,1265,5,179900
1157,2008,2007,6,2,1314,1314,626,2,1314,7,230000
1158,2008,2007,7,2,1580,1580,830,3,1580,8,235128
1159,1974,1974,8,2,943,901,540,2,1876,6,185000
1160,1978,1978,7,2,855,855,440,2,1456,6,146000
1161,2006,1954,7,1,1640,1296,924,2,1640,6,224000
1162,1968,1968,5,1,894,894,450,2,894,5,129000
1163,1969,1969,6,0,1258,1198,400,2,1258,4,108959
1164,1978,1978,5,1,1432,1360,588,2,1432,5,194000
1165,2009,2009,7,2,1502,1502,644,2,1502,7,233170
1166,2008,2008,7,2,1694,1694,776,3,1694,8,245350
1167,2000,2000,7,2,959,959,472,2,1671,6,173000
1168,1986,1935,7,2,1236,1127,540,2,2108,6,235000
1169,1996,1995,10,3,1831,1930,807,3,3627,10,625000
1170,1977,1977,6,1,1118,1096,358,1,1118,6,171000
1171,1958,1958,6,1,1261,1261,433,2,1261,6,163000
1172,2007,2006,5,2,625,625,625,2,1250,7,171900
1173,1994,1946,12,3,1636,1598,0,0,3086,5,200500
1174,1950,1932,9,2,1170,952,360,2,2345,6,239000
1175,2000,1992,9,2,2129,1683,541,2,2872,8,285000
1176,1985,1984,5,1,923,876,264,1,923,5,119500
1177,2004,1926,5,1,818,818,210,1,1224,6,115000
1178,1950,1921,7,1,820,731,186,1,1343,5,154900
1179,1954,1954,5,1,1124,0,0,0,1124,5,93000
1180,1991,1990,8,2,1298,1216,693,2,2514,7,250000
1181,2008,2008,5,2,1652,1600,482,2,1652,8,392500
1182,1996,1996,10,3,2411,2396,813,3,4476,10,745000
1183,1950,1920,5,1,1130,1120,720,2,1130,5,120000
1184,1963,1963,5,1,1572,1572,995,3,1572,5,186700
1185,1950,1924,7,1,949,784,392,1,1221,5,104900
1186,1970,1900,7,2,1014,978,420,2,1699,3,95000
1187,1995,1994,5,2,1624,1624,757,3,1624,8,262000
1188,2002,2002,7,2,831,831,493,2,1660,7,195000
1189,1999,1999,7,2,1028,994,442,2,1804,7,189000
1190,1975,1961,7,1,1622,1249,1356,4,1622,4,168000
1191,2000,1999,5,2,764,776,492,2,1441,8,174000
1192,1994,1925,6,1,842,702,250,1,1472,5,125000
1193,1999,1999,5,2,1224,1224,402,2,1224,6,165000
1194,1969,1969,7,1,663,663,299,1,1352,6,158000
1195,2005,2005,8,2,728,728,400,2,1456,6,176000
1196,2006,2006,9,2,879,879,660,3,1863,7,219210
1197,1950,1916,7,1,815,815,225,1,1690,7,144000
1198,2001,2001,6,2,1212,1212,573,2,1212,7,178000
1199,1979,1963,6,1,1382,1051,459,2,1382,4,148000
1200,1970,1970,5,1,864,864,280,1,864,4,116050
1201,1998,1998,6,2,866,866,546,2,1779,7,197900
1202,1997,1925,5,1,884,884,216,1,1348,5,117000
1203,2001,2000,6,2,1630,1630,451,2,1630,7,213000
1204,1975,1975,6,1,1074,1056,495,2,1074,5,153500
1205,1991,1990,7,2,2196,2158,701,3,2196,7,271900
1206,1966,1966,5,1,1056,1056,384,1,1056,4,107000
1207,2003,2003,7,2,1700,1682,544,2,1700,6,200000
1208,1980,1962,6,1,1283,931,506,2,1283,5,140000
1209,2006,2006,8,2,1660,1660,500,2,1660,8,290000
1210,1992,1992,8,2,1055,1055,462,2,1845,6,189000
1211,2005,1988,8,2,1080,559,492,2,1752,8,164000
1212,1950,1941,4,1,672,672,234,1,672,4,113000
1213,2001,1965,3,0,960,648,364,1,960,4,145000
1214,1962,1962,6,1,999,925,300,1,999,5,134500
1215,1966,1966,5,1,894,894,384,1,894,5,125000
1216,1978,1978,8,2,1318,0,539,2,1902,6,112000
1217,2009,2009,6,2,1314,1300,552,2,1314,8,229456
1218,1950,1947,3,1,672,0,0,0,912,4,80500
1219,1971,1971,7,1,672,672,0,0,1218,6,91500
1220,1964,1964,5,1,912,912,288,1,912,5,115000
1221,1968,1968,5,1,1211,952,322,1,1211,5,134000
1222,1950,1949,7,2,1168,1040,315,1,1846,6,143000
1223,1951,1951,7,2,2136,2136,528,2,2136,5,137900
1224,2005,2004,8,2,788,788,388,2,1490,7,184000
1225,1958,1958,6,1,1138,588,264,1,1138,6,145000
1226,2007,2007,9,2,894,894,668,3,1933,6,214000
1227,2008,1965,5,1,912,912,576,2,912,5,147000
1228,2008,2008,7,1,1702,1702,1052,3,1702,9,367294
1229,1960,1960,7,2,1507,1075,404,1,1507,5,127000
1230,1977,1977,12,2,1361,1361,600,2,2620,5,190000
1231,1962,1962,6,1,1190,1106,540,2,1190,5,132500
1232,1962,1962,6,2,1224,0,462,2,1224,4,101800
1233,1959,1959,6,1,1188,1188,531,2,1188,5,142000
1234,1950,1911,7,1,1024,940,0,0,1964,5,130000
1235,1950,1914,9,1,892,747,180,1,1784,5,138887
1236,2003,2003,6,2,764,764,474,2,1626,7,175500
1237,2005,2004,8,2,847,847,434,2,1948,7,195000
1238,2005,2005,6,1,1141,1141,484,2,1141,6,142500
1239,2006,2006,6,2,1484,1476,472,2,1484,8,265900
1240,2003,2003,8,2,884,884,543,2,1768,7,224900
1241,2007,2007,7,2,1689,1689,954,3,1689,7,248328
1242,1974,1974,6,2,1173,1053,528,2,1173,7,170000
1243,2006,2006,7,2,2076,2076,850,3,2076,10,465000
1244,1950,1929,7,1,792,792,400,2,1517,8,230000
1245,2003,1984,7,3,1140,585,477,2,1868,6,178000
1246,2006,2005,6,2,756,756,615,2,1553,7,186500
1247,1976,1976,6,1,1034,1012,888,3,1034,6,169900
1248,1950,1917,8,1,1134,735,396,2,2058,6,129500
1249,1950,1950,6,1,988,876,276,1,988,5,119000
1250,1968,1968,8,2,2110,2110,522,2,2110,7,244000
1251,2003,2003,6,2,1405,1405,478,2,1405,7,171750
1252,1968,1968,5,1,874,864,288,1,874,5,130000
1253,2003,1974,9,2,1516,1192,518,2,2167,7,294000
1254,2004,2003,7,2,760,746,397,2,1656,7,165400
1255,1950,1931,6,1,959,884,560,1,1367,6,127500
1256,1994,1994,7,2,1987,1986,691,2,1987,8,301500
1257,1950,1922,4,1,864,864,0,0,864,5,99900
1258,2005,2005,5,2,1166,856,400,2,1166,7,190000
1259,1969,1969,6,1,1054,1054,460,2,1054,6,151000
1260,1999,1999,7,2,892,841,502,2,1675,6,181000
1261,1956,1956,5,1,1050,1050,338,1,1050,5,128900
1262,1989,1957,8,1,1104,1104,304,1,1788,4,161500
1263,1950,1919,8,1,1060,764,520,2,1824,6,180500
1264,1999,1998,5,2,1337,1405,511,2,1337,6,181000
1265,1999,1999,6,2,713,691,506,2,1452,7,183900
1266,1950,1910,9,1,964,925,308,1,1889,7,122000
1267,2009,2008,10,2,2018,2002,746,3,2018,9,378500
1268,1997,1935,11,3,1968,728,1014,3,3447,8,381000
1269,1958,1958,7,1,874,874,315,1,1524,5,144000
1270,1979,1979,4,0,1332,1332,586,2,1524,7,260000
1271,1968,1968,7,2,1489,1489,462,2,1489,6,185750
1272,1965,1965,5,1,935,935,288,1,935,5,137000
1273,2006,1959,5,1,1357,1019,312,1,1357,6,177000
1274,2003,1910,8,2,661,661,552,2,1250,5,139000
1275,1950,1948,10,2,928,928,400,2,1920,5,137000
1276,1972,1972,6,1,735,723,497,2,1395,6,162000
1277,1976,1967,7,1,1724,1680,480,2,1724,6,197900
1278,2002,2002,7,2,1128,1128,577,2,2031,8,237000
1279,1950,1920,6,1,698,698,528,2,1128,4,68400
1280,2002,2002,6,2,1573,1573,544,2,1573,7,227000
1281,1990,1990,6,2,1339,1309,484,2,1339,7,180000
1282,2008,1977,5,2,1040,1040,484,2,1040,5,150500
1283,1971,1971,8,2,912,912,0,0,1824,6,139000
1284,1990,1919,10,2,1699,804,336,1,2447,6,169000
1285,1950,1939,6,1,825,780,280,1,1412,6,132500
1286,1963,1963,6,1,1328,1328,528,2,1328,6,143000
1287,1964,1964,7,2,1582,1624,390,2,1582,5,190000
1288,2000,2000,5,2,1659,1501,499,2,1659,8,278000
1289,2006,2006,8,2,1120,1085,753,3,1970,8,281000
1290,1964,1964,6,1,1152,1152,484,2,1152,5,180500
1291,1972,1972,6,2,630,630,264,1,1302,5,119500
1292,1965,1892,11,2,1378,994,432,1,2372,5,107500
1293,1976,1976,8,2,832,832,528,2,1664,7,162900
1294,1990,1955,5,1,864,864,572,2,864,5,115000
1295,1968,1968,5,1,1052,1052,288,1,1052,5,138500
1296,1963,1963,6,2,1128,1120,525,2,1128,5,155000
1297,2006,2005,5,2,1072,547,525,2,1072,6,140000
1298,2008,2008,12,2,4692,6110,1418,2,5642,10,160000
1299,1994,1959,6,1,1246,1246,305,1,1246,5,154000
1300,1999,1999,9,2,1005,978,490,2,1983,7,225000
1301,1950,1942,7,1,753,771,213,1,1494,6,177500
1302,1994,1994,8,2,1203,1165,844,3,2526,8,290000
1303,2005,2005,7,2,1616,1616,834,3,1616,7,232000
1304,2004,2004,7,2,976,976,380,2,1708,7,130000
1305,2007,2006,6,2,1652,1652,840,2,1652,9,325000
1306,2006,2005,6,2,1368,1368,474,2,1368,7,202500
1307,1995,1994,5,1,990,990,480,2,990,5,138000
1308,2005,1948,6,1,1122,924,528,2,1122,5,147000
1309,1991,1991,6,2,1294,1278,496,2,1294,6,179200
1310,2002,1959,7,2,1902,1902,567,2,1902,7,335000
1311,2007,2005,6,2,1274,1274,508,2,1274,7,203000
1312,1990,1990,9,2,1453,1453,750,2,2810,8,302000
1313,1999,1999,10,2,1422,1393,779,3,2599,9,333168
1314,1954,1954,5,1,948,948,280,1,948,4,119000
1315,1969,1969,9,2,1092,952,576,2,2112,6,206900
1316,2008,2008,8,2,1630,1622,860,3,1630,8,295493
1317,2007,2006,5,2,1352,1352,466,2,1352,7,208900
1318,2002,2001,7,2,1787,1753,748,3,1787,8,275000
1319,1954,1954,5,1,948,864,248,1,948,4,111000
1320,1957,1957,6,1,1478,1478,442,2,1478,6,156500
1321,1950,1949,4,1,720,0,287,1,720,3,72500
1322,1992,1992,8,2,1061,750,564,2,1923,7,190000
1323,1950,1940,5,1,708,420,0,0,708,4,82500
1324,2007,2006,7,2,1795,1795,895,3,1795,8,147000
1325,1950,1922,5,1,796,796,0,0,796,4,55000
1326,2006,1931,6,1,774,544,0,0,774,3,79000
1327,2008,1982,5,1,816,816,264,1,816,5,130500
1328,1950,1920,8,2,1584,1510,520,2,2792,6,256000
1329,1998,1998,8,2,955,935,462,2,1632,7,176500
1330,2006,2006,7,2,1588,1588,825,3,1588,8,227000
1331,1976,1976,6,1,954,911,576,2,954,5,132500
1332,1958,1938,3,1,816,816,288,1,816,4,100000
1333,1995,1938,6,1,803,803,297,1,1360,5,125500
1334,1970,1970,7,1,765,765,440,2,1365,5,125000
1335,1977,1977,6,2,1334,1350,630,2,1334,6,167900
1336,1973,1973,8,2,1656,1656,506,2,1656,5,135000
1337,1950,1941,4,1,693,693,0,0,693,4,52500
1338,2002,2002,8,2,920,916,492,2,1861,7,200000
1339,1972,1972,5,1,864,864,288,1,864,5,128500
1340,1971,1971,5,1,872,858,480,4,872,4,123000
1341,2004,2003,6,1,1114,1114,576,2,1114,6,155000
1342,2002,2002,7,2,1284,1284,647,2,2169,8,228500
1343,1950,1928,9,1,1172,896,342,2,1913,6,177000
1344,2006,2006,8,2,728,728,440,2,1456,7,155835
1345,1950,1920,5,1,960,960,308,1,960,4,108500
1346,2003,1968,9,2,2156,1568,508,2,2156,7,262500
1347,2007,2006,7,2,1776,1732,712,3,1776,8,283463
1348,1998,1998,5,2,1494,1482,514,2,1494,7,215000
1349,1987,1872,8,2,938,684,0,0,2358,8,122000
1350,1969,1969,12,2,1338,1248,968,4,2634,5,200000
1351,1962,1962,8,1,858,858,490,2,1716,6,171000
1352,2000,1937,4,1,786,698,624,2,1176,6,134900
1353,1996,1995,9,2,2053,2033,666,3,3238,8,410000
1354,2000,2000,7,2,992,992,839,3,1865,7,235000
1355,1992,1968,8,3,1222,570,487,2,1920,7,170000
1356,1966,1966,5,1,892,864,264,1,892,5,110000
1357,2008,1971,6,1,1078,1078,500,2,1078,5,149900
1358,2000,2000,5,2,769,756,440,2,1573,6,177500
1359,2005,2004,8,2,1980,1980,770,3,1980,9,315000
1360,1998,1921,8,3,990,612,621,2,2601,5,189000
1361,2005,2005,7,2,1530,1530,430,2,1530,7,260000
1362,2007,1920,7,2,1281,715,368,1,1738,4,104900
1363,2007,2006,6,2,616,616,432,2,1412,6,156932
1364,2005,2005,4,2,520,600,480,2,1200,7,144152
1365,2000,2000,7,2,814,814,663,2,1674,7,216000
1366,1999,1999,7,2,882,873,588,2,1790,7,193000
1367,1977,1977,6,2,925,757,336,1,1475,5,127000
1368,2004,2003,4,1,848,848,420,2,848,6,144000
1369,2003,2003,8,2,1668,1657,502,2,1668,8,232000
1370,1950,1920,6,1,840,840,338,1,1374,4,105000
1371,1996,1955,8,1,1661,992,377,1,1661,6,165500
1372,1998,1998,8,2,1108,1108,583,2,2097,7,274300
1373,2002,2001,8,2,2633,2633,804,3,2633,10,466500
1374,2005,2005,9,2,1026,1026,936,3,1958,7,250000
1375,2007,2007,7,2,1571,1571,722,3,1571,8,239000
1376,1950,1930,4,1,790,768,160,1,790,6,91000
1377,1960,1941,6,2,984,984,660,2,1604,5,117000
1378,1973,1973,5,1,483,483,264,1,987,6,83000
1379,2007,2006,7,2,754,384,400,2,1394,5,167500
1380,1950,1914,5,1,864,864,200,1,864,3,58500
1381,1970,1970,7,2,2117,1205,550,2,2117,6,237500
1382,1950,1920,8,1,998,596,576,2,1762,7,157000
1383,2007,1918,7,2,1416,816,576,2,1416,5,112000
1384,1950,1939,6,1,698,560,280,1,1258,6,105000
1385,2007,1922,7,1,796,796,240,1,1154,4,125500
1386,1978,1978,12,3,1392,1392,564,2,2784,7,250000
1387,1950,1916,10,2,1664,714,216,1,2526,6,136000
1388,2007,2006,7,2,1746,1746,758,3,1746,9,377500
1389,1950,1941,6,1,869,735,440,2,1218,6,131000
1390,2000,2000,6,2,1525,1525,541,2,1525,7,235000
1391,1967,1967,8,2,1584,1584,792,3,1584,5,124000
1392,1967,1967,6,1,900,864,288,1,900,5,123000
1393,2000,1905,7,2,1221,482,672,2,1912,6,163000
1394,2006,2006,6,2,1500,1356,648,3,1500,7,246578
1395,2006,2005,9,2,1133,1094,642,3,2482,8,281213
1396,1950,1948,7,1,1687,747,572,2,1687,5,160000
1397,2004,1920,8,1,939,939,180,1,1513,5,137500
1398,1982,1950,7,1,1136,1208,240,1,1904,5,138000
1399,1990,1925,7,2,1160,976,216,1,1608,6,137450
1400,1950,1929,5,1,950,862,208,1,1158,6,120000
1401,2004,2004,8,2,864,839,398,2,1593,6,193000
1402,2006,2006,6,2,1294,1286,662,2,1294,7,193879
1403,2007,2007,6,2,1464,1485,754,3,1464,8,282922
1404,1950,1915,6,1,694,672,936,3,1214,3,105000
1405,2005,2004,5,2,1646,1594,482,2,1646,8,275000
1406,2007,1972,5,1,768,768,396,2,768,5,133000
1407,1985,1985,5,1,833,833,0,0,833,5,112000
1408,1950,1910,6,1,741,622,528,2,1363,4,125500
1409,1991,1986,7,2,1236,791,542,2,2093,7,215000
1410,2001,2001,6,2,944,944,622,2,1840,7,230000
1411,2005,1950,6,1,1112,856,271,1,1668,6,140000
1412,1950,1949,6,2,1040,0,420,2,1040,4,90000
1413,2006,2005,7,2,1844,1844,620,2,1844,8,257000
1414,2000,1923,8,1,1053,833,370,2,1848,6,207000
1415,2007,2007,7,2,1569,1386,660,3,1569,7,175900
1416,1950,1885,11,2,1246,777,560,2,2290,4,122500
1417,1998,1998,7,2,1310,1284,1069,3,2450,8,340000
1418,1963,1963,6,1,1144,1144,336,1,1144,5,124000
1419,1969,1969,7,2,1844,1844,540,2,1844,6,223000
1420,1968,1968,7,2,708,708,776,2,1416,6,179900
1421,1977,1977,4,2,1069,1069,440,2,1069,6,127500
1422,2003,2003,3,1,848,848,420,2,848,6,136500
1423,1966,1966,8,2,1575,697,432,2,2201,6,274970
1424,1983,1958,6,1,1344,1024,484,1,1344,5,144000
1425,1959,1959,7,1,1252,1252,528,2,1252,6,142000
1426,1994,1994,5,2,1223,1223,525,2,2127,7,271000
1427,1950,1945,6,1,1048,913,288,1,1558,5,140000
1428,1992,1940,4,1,804,788,240,1,804,5,119000
1429,1981,1981,7,2,1440,1440,467,2,1440,6,182900
1430,2005,2005,7,2,734,732,372,2,1838,5,192140
1431,1976,1976,5,2,958,958,440,2,958,6,143750
1432,2007,1927,5,2,968,656,216,1,968,4,64500
1433,2000,2000,8,2,962,936,451,2,1792,6,186500
1434,1977,1977,5,2,1126,1126,484,2,1126,5,160000
1435,2005,1962,7,1,1537,1319,462,2,1537,6,174000
1436,1971,1971,5,1,864,864,528,2,864,4,120500
1437,2008,2008,7,2,1932,1932,774,3,1932,8,394617
1438,1996,1957,6,1,1236,912,923,2,1236,6,149700
1439,1979,1979,6,2,1040,539,550,2,1725,7,197000
1440,1994,1922,11,2,1423,588,672,2,2555,6,191000
1441,2004,2004,3,1,848,848,420,2,848,6,149300
1442,2008,2008,10,2,1026,1017,812,3,2007,10,310000
1443,1950,1916,4,1,952,952,192,1,952,6,121000
1444,2004,2004,7,2,1422,1422,626,2,1422,7,179600
1445,1966,1966,6,1,913,814,240,1,913,6,129000
1446,1962,1962,6,1,1188,1188,312,1,1188,5,157900
1447,1996,1995,8,2,1220,1220,556,2,2090,8,240000
1448,2000,1910,6,1,796,560,384,1,1346,4,112000
1449,1970,1970,3,1,630,630,0,0,630,5,92000
1450,1974,1974,8,2,896,896,0,0,1792,5,136000
1451,2009,2008,7,2,1578,1573,840,3,1578,8,287090
1452,2005,2005,5,1,1072,547,525,2,1072,5,145000
1453,2006,2006,6,1,1140,1140,0,0,1140,5,84500
1454,2005,2004,6,2,1221,1221,400,2,1221,7,185000
1455,2000,1999,7,2,953,953,460,2,1647,6,175000
1456,1988,1978,7,2,2073,1542,500,2,2073,6,210000
1457,2006,1941,9,2,1188,1152,252,1,2340,7,266500
1458,1996,1950,5,1,1078,1078,240,1,1078,5,142125
1459,1965,1965,6,1,1256,1256,276,1,1256,5,147500
